Label,Features
1,"[6.         2.83333333 0.         0.66666667 0.5        0.16666667
 0.         0.         0.         0.         0.        ]"
1,"[11.          2.63636364  0.          0.90909091  0.18181818  0.54545455
  0.          0.          0.          0.          0.        ]"
1,[2.  2.5 0.  1.  1.  0.  0.  0.  0.  0.  0. ]
1,[2.  2.5 0.  1.  0.5 0.5 0.  0.  1.  0.  0. ]
1,"[15.          3.73333333  0.          0.93333333  0.26666667  0.33333333
  0.          0.          1.          0.          2.        ]"
1,"[14.          2.5         0.          0.57142857  0.5         0.28571429
  0.          0.          0.          0.          0.        ]"
1,"[16.      2.75    0.      1.      0.4375  0.375   0.      0.      1.
  0.      0.    ]"
1,"[7.         3.14285714 0.         1.         0.28571429 0.42857143
 0.         0.         0.         0.         0.        ]"
1,"[17.          2.58823529  0.          0.94117647  0.47058824  0.23529412
  1.          0.          0.          1.          1.        ]"
1,[25.    3.24  0.    0.68  0.28  0.56  0.    0.    0.    2.    0.  ]
1,"[36.          3.52777778  0.          0.69444444  0.38888889  0.38888889
  0.          0.          0.          0.          0.        ]"
1,[10.   3.1  0.   0.9  0.3  0.5  0.   0.   0.   0.   0. ]
1,"[13.          3.76923077  0.          0.92307692  0.30769231  0.15384615
  0.          0.          0.          0.          0.        ]"
1,"[6.         3.16666667 0.         1.         0.66666667 0.
 0.         0.         0.         0.         0.        ]"
1,[4.   3.   0.   1.   0.25 0.25 0.   0.   0.   1.   0.  ]
1,"[26.          3.03846154  0.          0.84615385  0.42307692  0.23076923
  1.          0.          0.          0.          0.        ]"
1,"[9.         3.77777778 0.         0.88888889 0.33333333 0.55555556
 0.         0.         0.         1.         0.        ]"
1,"[12.          3.58333333  0.          0.91666667  0.41666667  0.25
  0.          0.          0.          0.          0.        ]"
1,[12.    3.75  0.    0.75  0.5   0.25  0.    0.    0.    2.    0.  ]
1,"[13.          3.15384615  0.          1.          0.30769231  0.38461538
  0.          0.          1.          0.          0.        ]"
1,[4.  2.5 0.  1.  0.5 0.  0.  0.  0.  1.  0. ]
1,"[15.          3.73333333  0.          0.86666667  0.33333333  0.33333333
  0.          0.          0.          0.          0.        ]"
1,"[11.          2.45454545  0.          1.          0.36363636  0.36363636
  0.          0.          0.          0.          0.        ]"
1,"[12.          3.25        0.          0.91666667  0.41666667  0.5
  0.          0.          1.          1.          0.        ]"
1,[8.    3.5   0.    1.    0.125 0.375 0.    0.    0.    1.    0.   ]
1,[5.  3.2 0.  1.  0.6 0.  0.  0.  0.  0.  1. ]
1,[10.   3.3  0.   1.   0.4  0.3  0.   0.   0.   1.   0. ]
1,"[7.         2.71428571 0.         1.         0.14285714 0.71428571
 0.         0.         1.         0.         0.        ]"
1,"[16.      3.3125  0.      0.875   0.4375  0.3125  0.      0.      0.
  1.      0.    ]"
1,"[15.          3.53333333  0.          1.          0.26666667  0.53333333
  0.          0.          0.          1.          0.        ]"
1,"[19.          3.26315789  0.          1.          0.47368421  0.31578947
  0.          0.          0.          1.          0.        ]"
1,"[21.          3.57142857  0.          0.95238095  0.47619048  0.19047619
  1.          0.          0.          1.          0.        ]"
1,"[17.          3.47058824  0.          0.70588235  0.29411765  0.41176471
  0.          0.          0.          1.          4.        ]"
1,"[26.          3.26923077  0.          0.84615385  0.34615385  0.30769231
  0.          0.          0.          0.          2.        ]"
1,[10.   2.9  0.   0.9  0.2  0.5  0.   0.   0.   0.   0. ]
1,"[3.         4.66666667 0.         1.         1.         0.
 0.         0.         0.         0.         0.        ]"
1,"[14.          3.14285714  0.          0.92857143  0.42857143  0.5
  0.          0.          0.          0.          2.        ]"
1,[4.   3.5  0.   1.   0.5  0.25 0.   0.   1.   0.   0.  ]
1,"[6.         2.5        0.         1.         0.66666667 0.16666667
 0.         0.         0.         1.         0.        ]"
1,"[12.          3.83333333  0.          0.83333333  0.41666667  0.33333333
  1.          0.          3.          0.          0.        ]"
1,[8.    4.25  0.    1.    0.25  0.375 0.    0.    0.    1.    0.   ]
1,[10.   3.2  0.   1.   0.3  0.4  0.   0.   0.   1.   0. ]
